Date,Open,High,Low,Close,Volume,"EMA(5,Modern)","EMA(10,Modern)","EMA(20,Modern)","EMA(50,Modern)","EMA(100,Modern)",AV(3),AV(5),AV(10),AV(20),"KST(10,10|15,10|20,10|30,15)",SMA(10),RSI(14),"MACD(12,26)","EMA(9,Modern)",Histogram,Momentum(3),Momentum(5),Momentum(10),Momentum(20)
6/12/08,47.71,48.11,47,47.42,189917120,48.13426171,48.59452455,48.70919164,47.4510304,,174360954.7,184223209.6,162894036.8,152507969.6,25.96271677,42.24124872,41.96510131,0.10333323,0.449263942,-0.345930712,-1.35,-3.13,-2.27,-1.69
6/13/08,47.7,48.47,47.46,48.37,167855008,48.21284114,48.55370191,48.67688767,47.48706842,,176046458.7,179967024,170263180.8,153038279.2,21.37606538,38.87289,49.07396968,0.071463629,0.37370388,-0.30224025,-0.17,-0.66,-1.64,-1.6
6/16/08,48.12,49.02,48.07,48.8,136343808,48.40856076,48.59848338,48.68861266,47.53855593,,164705312,165456336,169461574.4,152527310.4,17.67419208,35.55293612,51.94338837,0.079982163,0.314959536,-0.234977374,1.42,0.03,-0.6,-1.2099
6/17/08,48.95,49.06,48.47,48.54,122952560,48.45237384,48.58785004,48.67445907,47.57782825,,142383792,157487148.8,164988843.2,151665956.8,13.39943473,32.28202412,50.10505114,0.065004009,0.264968431,-0.199964422,1.12,0,-0.59,-1.11
6/18/08,48.26,48.45,47.83,48.02,169338064,48.30824923,48.48460458,48.61212963,47.59516832,,142878144,157281312,164425912,153274678.4,7.378292856,28.60854416,46.55620509,0.01104672,0.214184089,-0.203137369,-0.35,0.64,-1.74,-1.25
6/19/08,47.92,49.01,47.61,48.77,221366496,48.46216615,48.53649465,48.62716491,47.64124015,,171219040,163571187.2,173897198.4,154702621.6,2.243550115,24.2877904,51.85304754,0.028475662,0.177042403,-0.148566741,-0.03,1.35,-1.78,0.59
6/20/08,48.34,48.35,47.21,47.42,197434128,48.11477743,48.33349562,48.51219682,47.63256406,,196046229.3,169487011.2,174727017.6,156914418.4,-3.184647777,19.61877013,43.49642931,-0.065886,0.128456723,-0.194342723,-1.12,-0.95,-1.61,-0.93
6/23/08,47.62,47.74,46.98,47.05,131548496,47.75985162,48.10013278,48.37293998,47.60971842,,183449706.7,168527948.8,166992142.4,157406440,-7.35273322,14.72876567,41.52136806,-0.16858091,0.069049196,-0.237630106,-0.97,-1.75,-1.72,-1.15
6/24/08,46.83,47.37,46.41,46.81,178293680,47.44323442,47.86556319,48.22408855,47.57835691,,169092101.3,179596172.8,168541660.8,160971736.8,-11.55972996,9.791493083,40.24483714,-0.266264033,0.00198655,-0.268250584,-1.96,-1.73,-1.73,-2.24
6/25/08,47.01,48,46.94,47.57,179023376,47.48548961,47.81182443,48.16179441,47.57802919,,162955184,181533235.2,169407273.6,163854449.6,-14.01681979,5.19203212,45.91533111,-0.279135267,-0.054237813,-0.224897454,0.15,-0.45,0.19,-1.68
6/26/08,46.7,46.7,45.64,45.65,190028256,46.87365974,47.41876544,47.92257589,47.5024202,,182448437.3,175265587.2,169418387.2,166156212,-20.94797252,0.500963191,36.49353482,-0.439200931,-0.131230437,-0.307970494,-1.4,-3.12,-1.77,-4.04
6/27/08,45.58,45.9,44.97,45.65,181351744,46.46577316,47.09717172,47.70614009,47.42977627,,183467792,172049110.4,170768060.8,170515620.8,-27.52255243,-4.38889859,36.49353482,-0.559603364,-0.216905022,-0.342698341,-1.16,-1.77,-2.72,-4.36
6/30/08,45.53,45.83,45.15,45.17,132929376,46.03384877,46.74677686,47.46460294,47.34115759,,168103125.3,172325286.4,170426617.6,169944096,-35.21025091,-9.677342889,34.44425101,-0.685849106,-0.310693839,-0.375155267,-2.4,-1.88,-3.63,-4.23
7/1/08,44.86,45.86,44.68,45.81,245494256,45.95923252,46.5764538,47.30702171,47.2811122,,186591792,185765401.6,182680787.2,173834815.2,-40.72233666,-15.08952003,39.33575482,-0.725889513,-0.393732974,-0.332156539,0.16,-1,-2.73,-3.32
7/2/08,45.96,46.13,44.64,44.71,199725504,45.54282168,46.23709856,47.05968631,47.18028427,,192716378.7,189905827.2,185719531.2,175072721.6,-46.31780567,-20.45912988,34.56231133,-0.836737244,-0.482333828,-0.354403416,-0.94,-2.86,-3.31,-5.05
7/3/08,44.98,45.08,44.28,44.63,123118192,45.23854778,45.94489882,46.82828761,47.08027312,,189445984,176523814.4,175894700.8,174895949.6,-53.58518285,-26.04200318,34.23690887,-0.920430057,-0.569953073,-0.350476983,-0.54,-1.02,-4.14,-5.92
7/7/08,45.05,45.46,44.24,44.9,181011248,45.12569852,45.75491722,46.64464117,46.99477221,,167951648,176455715.2,174252412.8,174489715.2,-57.85929044,-31.50946744,36.41284386,-0.953973655,-0.64675719,-0.307216466,-0.91,-0.75,-2.52,-4.13
7/8/08,44.95,46.01,44.77,45.97,206255312,45.40713235,45.79402318,46.58038963,46.95458507,,170128250.7,191120902.4,181723094.4,174357618.4,-60.20133119,-36.79432724,44.28097993,-0.884026633,-0.694211078,-0.189815555,1.26,0.8,-1.08,-2.8
7/9/08,45.96,46.03,44.73,44.75,168576320,45.18808823,45.60420078,46.40606681,46.86813075,,185280960,175737315.2,180751358.4,174646509.6,-64.16293234,-42.05464748,38.44045694,-0.916472394,-0.738663342,-0.177809053,0.12,-1.06,-2.06,-3.79
7/10/08,44.82,45.42,44.38,45.28,238811440,45.21872549,45.54525519,46.29882235,46.80585111,,204547690.7,183554502.4,186730164.8,178068719.2,-66.90535069,-47.34350057,42.01833798,-0.889169531,-0.768764579,-0.120404951,0.38,0.57,-2.29,-2.1
7/11/08,44.81,45.27,43.85,44.56,265514624,44.99915033,45.36611788,46.13322022,46.71777852,,224300794.7,212033788.8,194278801.6,181848594.4,-69.08718783,-52.1574221,38.72551054,-0.915081309,-0.798027925,-0.117053384,-1.41,-0.07,-1.09,-2.86
7/14/08,45.13,45.18,44.07,44.23,177389808,44.74276688,45.15955099,45.95196115,46.62021858,,227238624,211309500.8,193882608,182325334.4,-71.29693011,-56.53485987,37.28335784,-0.95127907,-0.828678154,-0.122600916,-0.52,-0.67,-1.42,-4.14
7/15/08,44.01,44.93,43.3,44.24,283890944,44.57517792,44.9923599,45.78891723,46.52687667,,242265125.3,226836627.2,208978764.8,189702691.2,-72.85536366,-60.29937114,37.3594851,-0.968000631,-0.85654265,-0.111457981,-1.04,-1.73,-0.93,-4.56
7/16/08,44.3,45.38,43.92,45.34,186047808,44.83011862,45.05556719,45.74616321,46.48033249,,215776186.7,230330924.8,203034120,192857453.6,-72.66782567,-63.49392004,45.23434783,-0.882320935,-0.861698307,-0.020622628,0.78,0.59,-0.47,-3.2
7/17/08,45.56,45.82,44.9799,45.64,197555056,45.10007908,45.1618277,45.73605243,46.44737828,,222497936,222079648,202817075.2,194268303.2,-71.21115251,-65.98325473,47.18447324,-0.781206404,-0.845599926,0.064393522,1.41,0.36,0.93,-2.38
7/18/08,45.17,45.17,44.59,44.59,160661008,44.93005272,45.05785903,45.62690458,46.37453991,,181421290.7,201108924.8,206571356.8,191233028.8,-69.98212289,-67.62294873,41.60092817,-0.776843665,-0.831848674,0.055005009,0.35,0.03,-0.04,-4.18
7/21/08,45,45.19,44.49,44.78,128107744,44.88003515,45.00733921,45.546247,46.31200893,,162107936,191252512,201281006.4,187766709.6,-67.57309881,-68.59432957,42.91725801,-0.74941595,-0.815362129,0.065946179,-0.56,0.55,-0.12,-2.64
7/22/08,44.02,44.81,43.86,44.78,152524432,44.8466901,44.96600481,45.4732711,46.25193015,,147097728,164979209.6,195907918.4,188815506.4,-65.9411913,-69.16831558,42.91725801,-0.719386647,-0.796167033,0.076780386,-0.86,0.54,-1.19,-2.27
7/23/08,44.84,45.89,44.72,45.37,169259056,45.02112673,45.03945848,45.46343575,46.21734466,,149963744,161621459.2,195976192,188363775.2,-62.25262969,-68.97728532,47.2030893,-0.64059575,-0.765052776,0.124457026,0.78,0.03,0.62,-1.44
7/24/08,45.59,45.61,44.65,44.69,145560944,44.91075115,44.97592057,45.38977521,46.15744879,,155781477.3,151222636.8,186651142.4,186690653.6,-60.30185236,-68.31693548,43.17919664,-0.625809768,-0.737204174,0.111394407,-0.09,-0.95,-0.59,-2.88
7/25/08,44.98,45.48,44.76,45.27,111616688,45.03050077,45.02938956,45.37836804,46.12264687,,142145562.7,141413772.8,171261348.8,182770075.2,-55.57503243,-66.96571994,47.30535782,-0.560825767,-0.701928493,0.141102726,0.49,0.68,0.71,-0.38
7/28/08,45.27,45.52,44.21,44.42,124028432,44.82700051,44.91859146,45.2870949,46.05587641,,127068688,140597910.4,165925211.2,179903909.6,-52.60488046,-65.09651498,42.44125595,-0.571327467,-0.675808288,0.104480821,-0.95,-0.36,0.19,-1.23
7/29/08,44.63,45.54,44.57,45.34,142291440,44.99800034,44.99521119,45.29213348,46.02780282,,125978853.3,138551312,151765260.8,180372012.8,-48.9707423,-62.70805284,48.60148026,-0.499654127,-0.640577456,0.140923328,0.65,0.56,1.1,0.17
7/30/08,45.46,45.82,44.88,45.57,165679872,45.18866689,45.09971825,45.31859696,46.00984977,46.37738813,143999914.7,137835475.2,149728467.2,176381293.6,-45.29617943,-59.97088822,50.0410194,-0.419458159,-0.596353596,0.176895438,0.3,0.2,0.23,-0.24
7/31/08,45.11,46.15,45.02,45.46,180730816,45.27911126,45.16522402,45.33206391,45.98828704,46.35922203,162900709.3,144869449.6,148046043.2,175431559.2,-41.9346139,-57.04323436,49.32943157,-0.360621338,-0.549207145,0.188585806,1.04,0.77,-0.18,0.75
8/1/08,45.52,45.55,44.4,44.88,180377376,45.14607418,45.11336511,45.28901021,45.9448248,46.3299305,175596021.3,158621587.2,150017680,178294518.4,-37.88720506,-53.83374257,45.64386104,-0.356682276,-0.510702171,0.154019895,-0.46,-0.39,0.29,0.25
8/4/08,44.87,44.92,44.3,44.43,116306816,44.90738278,44.98911691,45.20719971,45.88541991,46.29230812,159138336,157077264,148837587.2,175059296.8,-34.71026947,-50.54745964,42.96190677,-0.385428796,-0.485647496,0.1002187,-1.14,0.01,-0.35,-0.47
8/5/08,44.9,45.97,44.84,45.93,151727008,45.24825519,45.16018656,45.27603783,45.88716814,46.2851337,149470400,158964377.6,148757844.8,172332881.6,-29.68596665,-46.92193718,52.89717085,-0.283900528,-0.445298102,0.161397574,0.47,0.59,1.15,-0.04
8/6/08,45.93,46.81,45.58,46.63,133463680,45.70883679,45.42742537,45.40498661,45.91629881,46.29196273,133832501.3,152521139.2,145178307.2,170577249.6,-24.64786575,-43.16146078,56.68864141,-0.145279799,-0.385294442,0.240014643,1.75,1.06,1.26,1.88
8/7/08,46.35,46.85,46.08,46.27,152805744,45.8958912,45.58062076,45.48736884,45.93016944,46.29152783,145998810.7,146936124.8,145902787.2,166276964.8,-19.9276283,-39.12403838,54.26926321,-0.063736154,-0.320982784,0.257246631,1.84,0.81,1.58,0.99
8/8/08,46.25,47.44,46.15,47.32,143121440,46.37059413,45.89687153,45.66190514,45.9846726,46.31189361,143130288,139484937.6,149053262.4,160157305.6,-12.46892308,-34.81342744,59.67498548,0.08463834,-0.239858559,0.324496899,1.39,2.44,2.05,2.76
8/11/08,47.3,48.28,47.14,47.75,157291120,46.83039609,46.23380398,45.86077132,46.05390113,46.34037097,151072768,147681798.4,152379531.2,159152371.2,-3.4878455,-29.90172394,61.67306803,0.234223617,-0.145042124,0.379265741,1.12,3.32,3.33,3.52
8/12/08,47.76,48.16,47.51,47.8,140596944,47.15359739,46.51856689,46.04545976,46.12237559,46.36927451,147003168,145455785.6,152210081.6,151987671.2,4.464506329,-24.55819908,61.90941107,0.352739448,-0.04548581,0.398225258,1.53,1.87,2.46,3.56
8/13/08,47.74,48.12,47.25,47.7,169664496,47.33573159,46.73337291,46.20303502,46.18424321,46.39562551,155850853.3,152695948.8,152608544,151168505.6,10.10224272,-19.01835687,61.09792716,0.433596701,0.050330693,0.383266009,0.38,1.07,2.13,2.36
8/14/08,47.54,48.46,47.49,48.25,158069120,47.64048773,47.00912329,46.39798407,46.26525328,46.4323458,156110186.7,153748624,150342374.4,149194208.8,17.10684243,-13.11421123,63.90058917,0.535879772,0.147440508,0.388439263,0.5,1.98,2.79,2.61
8/15/08,48.35,48.57,47.96,48.16,123116000,47.81365849,47.2183736,46.56579511,46.33955708,46.46655677,150283205.3,149747536,144616236.8,147316958.4,24.45788378,-6.879702347,63.09948626,0.602729702,0.238498347,0.364231355,0.36,0.84,3.28,3.57
8/18/08,48.29,48.31,47.26,47.6,151399008,47.74243899,47.28776022,46.66429081,46.38898621,46.48900119,144194709.3,148569113.6,148125456,148481521.6,32.57536593,-0.151138807,58.20950124,0.603563923,0.311511462,0.292052461,-0.1,-0.15,3.17,2.82
8/19/08,47.36,47.59,46.75,47.01,155418560,47.49829266,47.23725836,46.6972155,46.41333969,46.499318,143311189.3,151533436.8,148494611.2,148626228,36.54041408,6.471499267,53.50488894,0.550273768,0.359263923,0.191009844,-1.24,-0.79,1.08,2.23
8/20/08,47.36,47.56,46.74,47.09,155466688,47.36219511,47.21048411,46.73462355,46.43987539,46.51101468,154094752,148693875.2,150694912,147936609.6,39.36245568,12.87253141,54.04721992,0.508633061,0.389137751,0.11949531,-1.07,-0.61,0.46,1.72
8/21/08,46.73,47.08,46.38,46.87,118920944,47.19813007,47.14857791,46.74751654,46.45674302,46.5181233,143268730.7,140864240,147306432,146604609.6,42.64835616,19.13012986,52.24254564,0.452662331,0.401842667,0.050819664,-0.73,-1.38,0.6,2.18
8/22/08,47.12,47.68,47.08,47.49,96525440,47.29542005,47.21065465,46.81822925,46.49726291,46.53736838,123637690.7,135546128,142646832,145850047.2,45.66349095,24.94337126,56.6369405,0.453110763,0.412096286,0.041014477,0.48,-0.67,0.17,2.22
8/25/08,47.15,47.21,46.37,46.49,128076432,47.0269467,47.07962654,46.78696932,46.49697809,46.53643039,114507605.3,130881612.8,139725363.2,146052447.2,46.30527255,29.92268306,48.83221974,0.368526363,0.403382302,-0.034855938,-0.6,-1.11,-1.26,2.07
