Date,Open,High,Low,Close,Volume,"EMA(5,Modern)","EMA(10,Modern)","EMA(20,Modern)","EMA(50,Modern)","EMA(100,Modern)",AV(3),AV(5),AV(10),AV(20),"KST(10,10|15,10|20,10|30,15)",SMA(10),RSI(14),"MACD(12,26)","EMA(9,Modern)",Histogram,Momentum(3),Momentum(5),Momentum(10),Momentum(20)
2/28/11,57.87,58.05,57.43,57.7689,51402736,57.55518466,57.66041855,57.51965916,56.41694704,54.45417402,68071082.67,78930601.6,61864768,58606856.8,31.14289012,36.82485444,54.60221308,0.325813783,0.504861844,-0.179048061,1.2089,-0.9611,-0.6711,2.0389
3/1/11,57.99,58.02,56.695,56.84,91992496,57.31678978,57.51125154,57.45492972,56.43353735,54.5014181,65829936,78809724.8,66213414.4,59677953.6,27.47647272,36.02190612,46.14014915,0.236087047,0.451106884,-0.215019838,-0.015,-0.19,-1.74,0.84
3/2/11,56.82,57.511,56.79,57.14,61552880,57.25785985,57.44375126,57.42493641,56.46124177,54.55366724,68316037.33,71551724.8,68396326.4,58907956.8,23.73862851,34.75277191,48.89480941,0.187029495,0.398291406,-0.211261912,-0.51,0.58,-1.36,0.09
3/3/11,57.68,58.365,57.67,58.265,64249920,57.59357323,57.59306922,57.50494247,56.53197738,54.62715898,72598432,64658521.6,69515187.2,59687405.6,21.3590322,33.09150413,57.64343084,0.23620629,0.365874383,-0.129668093,0.4961,1.41,-0.616,1.31
3/4/11,58.25,58.26,57.59,57.9675,62328320,57.71821549,57.66114754,57.54899556,56.58827239,54.69330435,62710373.33,66305270.4,71911835.2,60536728,18.60381076,31.01016292,54.96382632,0.248311115,0.34236173,-0.094050614,1.1275,0.3175,-0.8925,0.91
3/7/11,58.21,58.2599,56.67,57.19,98469936,57.54214366,57.57548435,57.51480551,56.61186955,54.74274386,75016058.67,75718710.4,77324656,63077839.2,13.74002141,28.22691405,48.60470251,0.192942404,0.312477864,-0.11953546,0.05,-0.5789,-1.54,-0.185
3/8/11,57.1,57.68,56.77,57.42,62399104,57.50142911,57.54721447,57.50577641,56.64356094,54.79575884,74399120,69800032,74304878.4,63916454.4,11.16496994,25.28296058,50.43169399,0.165711164,0.283124524,-0.11741336,-0.845,0.58,0.39,-0.23
3/9/11,57.21,57.27,56.72,57.03,84764128,57.34428607,57.45317547,57.46046437,56.65871541,54.84000124,81877722.67,74442281.6,72997003.2,66249669.6,9.337408461,22.45885382,47.35755258,0.11137659,0.248774938,-0.137398347,-0.9375,-0.11,0.47,-0.995
3/10/11,56.39,56.52,55.91,56.14,102991504,56.94285738,57.2144163,57.33470586,56.63837363,54.86574379,83384912,82190598.4,73424560,68272206.4,5.49254772,19.51923027,41.18741431,-0.003459633,0.198328024,-0.201787656,-1.05,-2.125,-0.715,-1.79
3/11/11,55.83,56.66,55.82,56.49,81679376,56.79190492,57.08270424,57.25425769,56.63255506,54.89790728,89811669.33,86060809.6,76183040,68846440.8,1.489655011,16.35454369,44.26289346,-0.065471379,0.145568143,-0.211039522,-0.93,-1.4775,-1.16,-1.531
3/14/11,56.18,56.59,55.86,56.29,73621744,56.62460328,56.9385762,57.16242362,56.61912153,54.92547347,86097541.33,81091171.2,78404940.8,70134854.4,-2.8930471,12.95094996,42.88291149,-0.129264383,0.090601638,-0.219866021,-0.74,-0.9,-1.4789,-2.15
3/15/11,54.64,55.82,54.47,55.49,101275312,56.24640219,56.67519871,57.00314518,56.57484225,54.93665221,85525477.33,88866412.8,79333222.4,72773318.4,-5.921561495,9.611146542,37.80559368,-0.241589223,0.024163466,-0.265752689,-0.65,-1.93,-1.35,-3.09
3/16/11,55.03,55.34,53.77,54.15,176506624,55.54760146,56.21607167,56.73141707,56.4797504,54.92107494,117134560,107214912,90828596.8,79612461.6,-10.62138804,6.175144887,31.15226211,-0.433734448,-0.067416117,-0.366318331,-2.34,-2.88,-2.99,-4.35
3/17/11,55.01,55.24,54.1294,54.65,94434320,55.24840097,55.93133137,56.53318687,56.40799548,54.91570712,124072085.3,105503475.2,93847036.8,81681112,-16.28347193,2.410894473,35.69949676,-0.539446696,-0.161822233,-0.377624463,-1.64,-1.49,-3.615,-4.231
3/18/11,55.2,55.22,54.41,54.45,94887120,54.98226731,55.66199839,56.33478812,56.33121134,54.9064852,121942688,108145024,97102916.8,84507376,-22.29148871,-1.678635473,34.71189758,-0.632076558,-0.255873098,-0.37620346,-1.04,-2.04,-3.5175,-4.41
3/21/11,55.29,55.78,54.4956,55.5,57419952,55.15484488,55.63254414,56.25528449,56.29861482,54.91823796,82247130.67,104904665.6,92997918.4,85161287.2,-25.66989463,-5.619627077,43.54239319,-0.613685976,-0.327435674,-0.286250303,1.35,-0.79,-1.69,-3.23
3/22/11,55.57,55.61,55.28,55.395,36251280,55.23489658,55.58935429,56.17335263,56.26317894,54.9276788,62852784,91899859.2,90383136,82344007.2,-27.91195752,-9.527319823,42.91726689,-0.600659897,-0.382080518,-0.218579378,0.745,-0.095,-2.025,-1.635
3/23/11,55.19,55.87,54.82,55.71,60365088,55.39326439,55.61128988,56.12922381,56.24148565,54.94317031,51345440,68671552,87943232,80470117.6,-29.21546709,-13.38260738,45.44758652,-0.558480947,-0.417360604,-0.141120343,1.26,1.56,-1.32,-0.85
3/24/11,56.12,56.82,55.82,56.7,69502320,55.82884293,55.80923717,56.18358345,56.25946661,54.97795901,55372896,63685152,84594313.6,79009436.8,-29.14530705,-16.84639286,52.5643824,-0.440095946,-0.421907672,-0.018188274,1.2,2.05,0.56,-0.155
3/25/11,56.89,57.22,56.7299,56.84,74133872,56.16589528,55.9966486,56.24609931,56.28223262,55.01483111,68000426.67,59534502.4,83839763.2,80011401.6,-29.52132624,-19.94749098,53.48846071,-0.331160736,-0.403758285,0.072597549,1.445,2.39,0.35,-0.81
3/28/11,57.09,57.1,56.5,56.53,37823728,56.28726352,56.09362158,56.27313747,56.29194899,55.04483446,60486640,55615257.6,80259961.6,79332451.2,-29.75698251,-22.63388452,51.11401337,-0.26676807,-0.376360242,0.109592172,0.82,1.03,0.24,-1.2389
3/29/11,56.4,57.08,56.23,57.08,47994656,56.55150902,56.27296311,56.34998152,56.32285295,55.08513476,53317418.67,57963932.8,74931896,77132559.2,-28.24322142,-24.86605051,54.9362328,-0.16940324,-0.334968842,0.165565602,0.38,1.685,1.59,0.24
3/30/11,57.36,57.43,57.08,57.35,44935856,56.81767268,56.468788,56.44522138,56.36313323,55.12998358,43584746.67,54878086.4,61774819.2,76301708,-24.58244524,-26.26215624,56.72500096,-0.06965127,-0.281905327,0.212254057,0.51,1.64,3.2,0.21
3/31/11,57.25,57.48,57.15,57.43,50143328,57.02178178,56.64355382,56.53900982,56.40497114,55.17552846,47691280,51006288,57345720,75596378.4,-20.82569005,-26.71637805,57.26626395,0.015677495,-0.222388763,0.238066258,0.9,0.73,2.78,-0.835
4/1/11,57.72,57.9,57.29,57.46,68031744,57.16785452,56.79199858,56.62672317,56.44634482,55.22076552,54370309.33,49785862.4,54660182.4,75881549.6,-16.53993605,-26.14122278,57.48103213,0.084745018,-0.160962007,0.245707025,0.38,0.62,3.01,-0.5075
4/4/11,57.62,57.68,57.02,57.27,48659040,57.20190302,56.87890793,56.68798763,56.47864502,55.26134442,55611370.67,51952924.8,53784091.2,73391004.8,-14.03079549,-24.97731287,55.57599543,0.1227353,-0.104222545,0.226957845,-0.08,0.74,1.77,0.08
4/5/11,57.16,57.49,57,57.12,55384928,57.17460201,56.92274285,56.72913166,56.5037962,55.29814948,57358570.67,53430979.2,55697456,73040296,-11.28251888,-23.314369,54.05292384,0.13913526,-0.055550984,0.194686244,-0.31,0.04,1.725,-0.3
4/6/11,57.54,57.73,56.93,57.26,49532048,57.20306801,56.98406233,56.77969055,56.53345125,55.33699801,51192005.33,54350217.6,54614152,71278692,-6.866242376,-21.07944653,55.28464171,0.161566736,-0.01212744,0.173694176,-0.2,-0.09,1.55,0.23
4/7/11,57.23,57.6,56.81,57.22,60705856,57.208712,57.02696009,56.82162479,56.56037473,55.37428517,55207610.67,56462723.2,53734505.6,69164409.6,-3.487224945,-18.51363832,54.83236215,0.174109155,0.025119879,0.148989276,-0.05,-0.21,0.52,1.08
4/8/11,57.48,57.57,56.65,56.95,42782112,57.12247467,57.01296735,56.833851,56.57565415,55.40548745,51006672,51412796.8,50599329.6,67219546.4,-0.661884691,-15.62769417,51.75456778,0.160413225,0.052178548,0.108234677,-0.17,-0.51,0.11,0.46
4/11/11,57.16,57.29,56.56,56.76,42451616,57.00164978,56.96697328,56.82681757,56.5828834,55.43230948,48646528,50171312,51062118.4,65661040,1.32063334,-12.51993258,49.64285934,0.132698029,0.068282444,0.064415585,-0.5,-0.51,0.23,0.47
4/12/11,56.52,56.64,56.15,56.37,50642848,56.79109985,56.85843269,56.78331113,56.57453503,55.45087761,45292192,49222896,51326937.6,63129416.8,2.551815445,-9.440428894,45.5357744,0.078360505,0.070298056,0.008062449,-0.85,-0.75,-0.71,0.88
4/13/11,56.77,57,56.4,56.85,49979728,56.81073324,56.85689947,56.78966245,56.58533758,55.478583,47691397.33,49312432,51831324.8,56803072,4.484879535,-6.533696416,50.91798396,0.073185972,0.07087564,0.002310333,-0.1,-0.41,-0.5,2.7
4/14/11,56.45,56.83,56.23,56.75,53544096,56.79048882,56.8374632,56.78588508,56.59179493,55.50375958,51388890.67,47880080,52171401.6,54758560.8,4.871393758,-3.963988036,49.81354887,0.060320615,0.068764635,-0.00844402,-0.01,-0.47,-0.68,2.1
4/15/11,56.53,56.87,56.28,56.65,68529936,56.74365922,56.80337898,56.77294364,56.59407748,55.52645741,57351253.33,53029644.8,52221220.8,53440701.6,5.178821069,-1.792112324,48.67651561,0.041576296,0.063326967,-0.021750671,0.28,-0.3,-0.81,2.2
4/18/11,56.09,56.27,55.32,56.25,69073440,56.57910614,56.70276462,56.72313949,56.58058425,55.54078498,63715824,58354009.6,54262660.8,54023376,5.031223278,0.114089553,44.31880488,-0.005492059,0.049563162,-0.055055221,-0.6,-0.51,-1.02,0.75
4/19/11,56.39,56.6,56.1,56.6,38608384,56.58607076,56.68408015,56.71141192,56.58134565,55.56175954,58737253.33,55947116.8,52585006.4,54141231.2,4.984441669,1.740785608,48.65059188,-0.014386161,0.036773297,-0.051159458,-0.15,0.23,-0.52,1.205
4/20/11,57.59,57.94,56.6051,57.875,67397440,57.01571384,56.90061103,56.82222983,56.63207719,55.60756628,58359754.67,59430659.2,54371545.6,54492848.8,5.812245311,3.008634377,60.65784179,0.080518873,0.045522412,0.034996461,1.225,1.025,0.615,2.165
4/21/11,58.47,58.47,58.16,58.34,43666768,57.45714256,57.16231811,56.96677937,56.69905456,55.66167388,49890864,57455193.6,52667636.8,53201071.2,7.285394628,4.085896334,63.96712875,0.191051092,0.074628148,0.116422944,2.09,1.59,1.12,1.64
4/25/11,58.4,58.52,58.28,58.49,25376720,57.80142837,57.40371482,57.111848,56.76928771,55.71768034,45480309.33,48824550.4,50927097.6,50763213.6,9.181659207,5.070250724,64.99016107,0.287439,0.117190319,0.170248682,1.89,1.84,1.54,1.65
4/26/11,58.65,59.03,58.51,58.82,49392736,58.14095225,57.66122122,57.27452914,56.8497078,55.77911241,39478741.33,44888409.6,51621209.6,51341664,12.41741724,6.179929114,67.19671802,0.38600572,0.170953399,0.215052321,0.945,2.57,2.06,2.29
4/27/11,58.9,59.29,58.66,59.22,56465488,58.50063483,57.94463554,57.45981208,56.94266044,55.8472488,43744981.33,48459830.4,52203473.6,51765205.6,15.8300768,7.50775525,69.69037296,0.490740265,0.234910772,0.255829493,0.88,2.62,2.85,2.14
4/28/11,59.06,59.23,58.88,59.13,48138336,58.71042322,58.16015635,57.6188776,57.02843846,55.91225377,51332186.67,44608009.6,52019334.4,51925329.6,18.11990864,8.87125816,68.42990389,0.560025275,0.299933673,0.260091603,0.64,1.255,2.28,1.78
4/29/11,59.04,59.29,58.98,59.08,44831152,58.83361548,58.32740065,57.75803211,57.10889185,55.97498142,49811658.67,44840886.4,51148040,51659720.8,20.98093928,10.48221271,67.69734388,0.603937745,0.360734487,0.243203258,0.26,0.74,2.33,1.65
5/2/11,59.19,59.34,58.82,58.97,48149392,58.87907699,58.4442369,57.87345763,57.18187649,56.03428872,47039626.67,49395420.8,49109985.6,50665603.2,24.42138564,12.40646917,66.02279229,0.622684691,0.413124528,0.209560163,-0.25,0.48,2.32,1.51
5/3/11,58.95,59,58.33,58.69,38143408,58.81605133,58.4889211,57.95122357,57.24101859,56.08687706,43707984,47145555.2,46016982.4,50139821.6,28.14927594,14.71827443,61.83024563,0.607940165,0.452087655,0.15585251,-0.44,-0.13,2.44,1.42
5/4/11,58.72,58.87,58.11,58.6,53105008,58.74403422,58.50911726,58.0130118,57.29431197,56.13664187,46465936,46473459.2,47466644.8,50025825.6,31.44114105,17.36394437,60.50036946,0.582280606,0.478126246,0.104154361,-0.48,-0.62,2,1.48
5/5/11,58.32,58.97,58.08,58.28,72153312,58.58935614,58.46745958,58.03843925,57.33296641,56.17908461,54467242.67,51276454.4,47942232,51156888.8,32.45777235,20.02849708,55.89685259,0.530014221,0.488503841,0.04151038,-0.69,-0.85,0.405,1.02
5/6/11,58.86,59.2,58.31,58.47,72506752,58.54957076,58.46792147,58.07954027,57.37755596,56.22444927,65921690.67,56811574.4,50826230.4,51746933.6,33.88705519,22.68866313,57.94309611,0.498181421,0.490439357,0.007742064,-0.22,-0.61,0.13,1.25
5/9/11,58.56,58.92,58.34,58.69,40028976,58.59638051,58.50829939,58.13767929,57.42902435,56.27327205,61563013.33,55187491.2,52291456,51609276.8,35.53228603,25.32372581,60.24322735,0.48511377,0.489374239,-0.00426047,0.09,-0.28,0.2,1.74
5/10/11,58.87,59.28,58.775,59.19,38053600,58.79425367,58.63224495,58.23790031,57.49808222,56.33102904,50196442.67,55169529.6,51157542.4,51389376,37.49846317,27.83183041,64.93675551,0.509233259,0.493346043,0.015887216,0.91,0.5,0.37,2.43
5/11/11,59.1,59.31,58.36,58.755,61908944,58.78116912,58.65456405,58.2871479,57.54737311,56.37902847,46663840,56930316.8,51701888,51952680.8,38.2484464,30.07366737,58.46947853,0.487626212,0.492202077,-0.004575865,0.285,0.155,-0.465,2.385
5/12/11,58.56,59.19,58.24,59.11,66128192,58.89077941,58.73737059,58.36551477,57.6086526,56.43310711,55363578.67,55725292.8,53500873.6,52760104,38.30236999,32.0919135,61.81205211,0.493459708,0.492453603,0.001006105,0.42,0.83,-0.02,2.26
5/13/11,58.98,59.07,58.39,58.41,63506560,58.73051961,58.67784866,58.36975146,57.64007799,56.47225351,63847898.67,53925254.4,55368414.4,53258227.2,36.57792105,33.65161168,52.78974641,0.436566183,0.481276119,-0.044709936,-0.78,-0.06,-0.67,1.66
5/16/11,58.16,58.32,57.27,57.399,73140256,58.28667974,58.44533072,58.27729894,57.63062395,56.49060492,67591669.33,60547510.4,57867500.8,53488743.2,33.45537485,34.5550106,43.022396,0.306366798,0.446294255,-0.139927457,-1.356,-1.291,-1.571,0.749
5/17/11,57.12,57.57,56.98,57.56,63176064,58.04445316,58.2843615,58.20898475,57.62785438,56.51178106,66607626.67,65572003.2,60370766.4,53193874.4,30.61187744,34.80127075,44.77475956,0.213710678,0.39977754,-0.186066861,-1.55,-1.63,-1.13,1.31
5/18/11,57.48,58.14,57.41,58.04,42351088,58.04296877,58.23993214,58.19289097,57.64401696,56.54204282,59555802.67,61660432,59295374.4,53381009.6,27.59617233,34.41677388,49.73794305,0.176972001,0.355216432,-0.178244431,-0.37,-0.715,-0.56,1.44
5/19/11,58.23,58.34,57.85,58.21,35024240,58.09864585,58.23448993,58.1945204,57.66621237,56.57507168,46850464,55439641.6,55582467.2,51762349.6,24.329151,33.60391174,51.40372468,0.159732616,0.316119669,-0.156387053,0.811,-0.9,-0.07,0.335
5/20/11,58.15,58.21,57.69,57.765,44703168,57.98743057,58.14912813,58.15361369,57.67008639,56.59863461,40692832,51678963.2,52802108.8,51814169.6,20.27627672,32.2428339,47.01156342,0.108907085,0.274677152,-0.165770067,0.205,-0.645,-0.705,-0.575
5/23/11,56.99,57.15,56.65,56.92,43678432,57.63162038,57.92565028,58.03612668,57.64067124,56.60499829,41135280,45786598.4,53167054.4,52729255.2,14.5754592,30.14715121,40.01907006,0.000437998,0.219829321,-0.219391323,-1.12,-0.479,-1.77,-1.57
5/24/11,57.07,57.07,56.56,56.57,39314208,57.27774692,57.67916841,57.89649556,57.59868413,56.60430525,42565269.33,41014227.2,53293115.2,52225328.8,8.248218306,27.22212673,37.52911392,-0.112470124,0.153369432,-0.265839556,-1.64,-0.99,-2.62,-2.25
5/25/11,56.49,57.06,56.47,56.79,41368976,57.11516461,57.51750143,57.79111503,57.56697103,56.60798237,41453872,40817804.8,51239118.4,51470503.2,2.768601081,23.6741422,40.05390207,-0.182099335,0.086275679,-0.268375014,-0.975,-1.25,-1.965,-2.43
5/26/11,56.62,57.3,56.61,57.1415,40564080,57.12394307,57.44913753,57.72924693,57.55028589,56.61854708,40415754.67,41925772.8,48682707.2,51091790.4,-1.673458527,19.67655934,43.95151316,-0.206537043,0.027713135,-0.234250178,0.2215,-1.0685,-1.9685,-1.9885
5/27/11,57.24,57.49,57.19,57.43,30132080,57.22596205,57.44565798,57.70074723,57.5455688,56.63461545,37355045.33,39011555.2,45345259.2,50356836.8,-4.335869131,15.58518033,46.99757353,-0.200315452,-0.017892583,-0.182422869,0.86,-0.335,-0.98,-1.65
5/31/11,57.97,58.36,57.67,58.36,47588064,57.6039747,57.61190199,57.76353321,57.57750728,56.66878148,39428074.67,39793481.6,42790040,50328770.4,-4.411402122,11.79850263,55.41020565,-0.118970155,-0.038108097,-0.080862058,1.57,1.44,0.961,-0.61
6/1/11,58.22,58.36,57.04,57.09,51792336,57.4326498,57.51701072,57.69938719,57.55838934,56.67712245,43170826.67,42289107.2,41651667.2,51011216.8,-6.954764549,8.04183843,44.92396771,-0.155192841,-0.061525046,-0.093667795,-0.0515,0.52,-0.47,-1.6
6/2/11,57.21,57.41,56.89,57.21,50198048,57.3584332,57.46119059,57.65277888,57.54472702,56.68767448,49859482.67,44054921.6,42436363.2,50865868.8,-9.099590395,4.372262158,45.96453706,-0.172231209,-0.083666279,-0.088564931,-0.22,0.42,-0.83,-1.39
6/3/11,56.56,56.99,56.27,56.35,57773680,57.0222888,57.25915593,57.5287047,57.49787498,56.68098785,53254688,47496841.6,44711307.2,50146887.2,-12.71794592,0.667552466,40.11505204,-0.252221598,-0.117377342,-0.134844255,-2.01,-0.7915,-1.86,-1.93
6/6/11,56.24,56.53,55.86,55.89,50175536,56.6448592,57.01021849,57.37263759,57.43482106,56.66532473,52715754.67,51505532.8,45258544,49030326.4,-15.94266314,-2.95434152,37.37522808,-0.348712967,-0.163644467,-0.185068499,-1.2,-1.54,-1.875,-2.58
6/7/11,56.05,56.26,55.75,55.79,46311056,56.35990613,56.78836058,57.2219102,57.37031827,56.64799156,51420090.67,51250131.2,45521806.4,49344430.4,-17.58474017,-6.170361457,36.78701231,-0.428314888,-0.216578551,-0.211736337,-1.42,-2.57,-1.13,-2.9
6/8/11,55.67,55.77,55.23,55.39,46426384,56.03660409,56.5341132,57.04744256,57.29265873,56.62308084,47637658.67,50176940.8,46233024,49763069.6,-19.85073653,-8.980256941,34.45138181,-0.517708817,-0.276804605,-0.240904213,-0.96,-1.7,-1.18,-3.8
6/9/11,55.37,55.76,55.23,55.485,45307504,55.85273606,56.34336535,56.89863851,57.22177015,56.60054459,46014981.33,49198832,46626876.8,48932997.6,-22.5587822,-11.51299527,35.49881329,-0.574268632,-0.33629741,-0.237971222,-0.405,-1.725,-1.305,-3.27
6/10/11,55.23,55.34,54.59,54.64,53740544,55.44849071,56.03366256,56.68353008,57.12052426,56.56172192,48491477.33,48392204.8,47944523.2,48313615.2,-27.22654136,-14.06830355,30.78644326,-0.679444913,-0.404926911,-0.274518003,-1.15,-1.71,-2.5015,-4.47
6/13/11,54.71,54.93,54.45,54.64,37745776,55.1789938,55.78026937,56.48890817,57.0232488,56.52366802,45597941.33,45906252.8,48705892.8,47025576,-31.62732077,-16.79744872,30.78644326,-0.75410502,-0.474762533,-0.279342488,-0.75,-1.25,-2.79,-3.77
6/14/11,55.05,55.47,55.03,55.34,40565264,55.23266254,55.70022039,56.37948834,56.95723905,56.50022905,44017194.67,44757094.4,48003612.8,45396826.4,-35.14822197,-19.8711307,38.61526866,-0.748165161,-0.529443058,-0.218722103,-0.145,-0.45,-3.02,-2.059
6/15/11,54.83,55.15,54.18,54.29,59022336,54.91844169,55.44381668,56.18048945,56.85264144,56.45646214,45777792,47276284.8,48726612.8,45189140,-38.44991549,-23.0206458,32.64959862,-0.81874601,-0.587303649,-0.231442362,-0.35,-1.1,-2.8,-3.27
6/16/11,54.33,54.5,53.615,54.08,66316192,54.63896113,55.19585001,55.98044284,56.7439104,56.40940348,55301264,51478022.4,50338427.2,46387395.2,-42.87332871,-26.39801963,31.59817706,-0.881466094,-0.646136138,-0.235329956,-0.56,-1.405,-3.13,-3.96
6/17/11,54.45,54.598,53.631,53.79,70353120,54.35597408,54.94024092,55.77182923,56.62807078,56.35753411,65230549.33,54800537.6,51596371.2,48153839.2,-46.7229634,-29.79852138,30.15404156,-0.943694467,-0.705647804,-0.238046663,-1.55,-0.85,-2.56,-4.42
6/20/11,53.66,54.23,53.64,54.07,37402832,54.26064939,54.7820153,55.60975026,56.52775428,56.3122364,58024048,54731948.8,50319100.8,47788822.4,-49.95274975,-33.19953004,33.32265271,-0.959358354,-0.756389914,-0.202968441,-0.22,-0.57,-1.82,-3.695
6/21/11,54.26,55.29,54.03,55.23,55892704,54.58376626,54.86346706,55.57358357,56.47686195,56.29080598,54549552,57797436.8,51277265.6,48399536,-52.15202096,-36.65625811,44.54648969,-0.86816216,-0.778744363,-0.089417797,1.15,-0.11,-0.56,-1.69
6/22/11,55,55.32,54.82,54.831,36833216,54.66617751,54.85756396,55.50286132,56.41231834,56.26189893,43376250.67,53359612.8,50317948.8,48275486.4,-53.44002349,-40.01518681,41.93187946,-0.818647624,-0.786725015,-0.031922609,1.041,0.541,-0.559,-1.739
6/23/11,54.28,55.37,54.06,55.34,80743312,54.890785,54.9452796,55.48735072,56.37026664,56.2436435,57823077.33,56245036.8,53861529.6,50244203.2,-53.94333801,-43.15364239,46.26481093,-0.729920877,-0.775364188,0.04544331,1.27,1.26,-0.145,-1.45
6/24/11,55.07,55.13,54.27,54.38,56298240,54.72052334,54.84250149,55.38188875,56.29221697,56.20673967,57958256,53434060.8,54117299.2,51030911.2,-53.63813853,-45.79480211,40.17580044,-0.72866863,-0.766025076,0.037356446,-0.85,0.59,-0.26,-2.7615
6/27/11,54.43,55.53,54.32,55.245,49968848,54.89534889,54.91568304,55.36885172,56.25114964,56.18769532,62336800,55947264,55339606.4,52022749.6,-51.72060873,-47.8041309,46.95073161,-0.65038076,-0.742896213,0.092515453,0.414,1.175,0.605,-2.185
6/28/11,55.38,56.08,55.29,56.07,47028640,55.28689926,55.12555885,55.43562775,56.24404573,56.18536472,51098576,54174451.2,55985944,51994778.4,-49.90315533,-49.27962424,52.4783953,-0.515820397,-0.69748105,0.181660653,0.73,0.84,0.73,-2.29
6/29/11,56.23,56.41,55.9,56.3,65417184,55.62459951,55.33909361,55.51794892,56.24624002,56.18763473,54138224,59891244.8,56625428.8,52676020.8,-45.64734513,-49.9993672,53.91995837,-0.386169738,-0.635218787,0.249049049,1.92,1.469,2.01,-0.79
6/30/11,56.5,57.09,56.47,57.05,50483920,56.099733,55.6501675,55.66385854,56.27776002,56.20471127,54309914.67,53839366.4,55042201.6,52690314.4,-39.84257345,-49.69629168,58.35616141,-0.220361732,-0.552247376,0.331885645,1.805,1.71,2.97,-0.16
7/1/11,57.1,57.985,56.92,57.91,53203808,56.70315534,56.06104613,55.87777678,56.34176943,56.23847936,56368304,53220480,53327270.4,52461820.8,-31.25638413,-48.14963375,62.78088791,-0.019339941,-0.445665889,0.426325949,1.84,3.53,4.12,1.56
7/5/11,57.95,58.26,57.83,58.2,43128656,57.20210356,56.44994684,56.09894089,56.41464122,56.27732135,48938794.67,51852441.6,53899852.8,52109476.8,-22.32993139,-45.38735191,64.16363839,0.161510066,-0.324230698,0.485740764,1.9,2.955,4.13,2.31
7/6/11,58.14,58.49,57.94,58.39,49282640,57.59806904,56.80268377,56.317137,56.49210627,56.31915658,48538368,52303241.6,53238846.4,52258056,-14.86345048,-41.65849486,65.0790248,0.316517791,-0.196081,0.512598791,1.34,2.32,3.16,2.6
7/7/11,58.82,59.36,58.74,59.19,54799760,58.12871269,57.23674127,56.590743,56.59790602,56.37600496,49070352,50179756.8,55035500.8,52676724.8,-5.156432438,-36.83013576,68.70389088,0.498173214,-0.057230157,0.555403371,1.28,2.89,4.359,3.8
7/8/11,58.7,59.04,58.37,59.03,69533568,58.42914179,57.56278831,56.82305319,56.69328225,56.42855932,57871989.33,53989686.4,53914526.4,53888028,3.812266426,-31.05457532,67.20144481,0.622055118,0.078626898,0.54342822,0.83,1.98,3.69,3.545
7/11/11,58.41,58.71,57.76,57.96,52080768,58.2727612,57.63500862,56.93133384,56.74295746,56.45888488,58804698.67,53765078.4,53492779.2,53805039.2,12.47694423,-24.44306704,58.05766785,0.626668517,0.188235222,0.438433296,-0.43,0.05,3.58,3.32
7/12/11,57.94,58.07,57.46,57.52,84000624,58.0218408,57.61409796,56.98739728,56.77342972,56.47989706,68538320,61939472,56895956.8,56117781.6,19.0561213,-17.36539404,54.75815802,0.588041767,0.268196531,0.319845236,-1.67,-0.68,2.275,2.88
7/13/11,57.94,58.34,57.55,57.76,82374496,57.93456053,57.6406256,57.06097849,56.81211875,56.50524563,72818629.33,68557843.2,60430542.4,58208243.2,23.82841867,-9.992236637,56.21970172,0.570222612,0.328601747,0.241620865,-1.27,-0.63,1.69,2.42
7/14/11,57.93,58.18,56.87,57.09,98773872,57.65304035,57.54051186,57.06374245,56.82301605,56.51682492,88382997.33,77352665.6,63766211.2,60195820,28.02013724,-2.625488401,51.24286729,0.496316179,0.362144633,0.134171546,-0.87,-2.1,0.79,2.8
7/15/11,57.72,57.85,57.31,57.85,68287680,57.71869357,57.59678243,57.13862412,56.86328993,56.54322443,83145349.33,77103488,65546587.2,60294394.4,31.97768464,4.556537407,56.00094448,0.493383034,0.388392314,0.104990721,0.33,-1.18,0.8,3.77
7/18/11,57.535,57.79,56.98,57.54,59512192,57.65912905,57.58645835,57.17685039,56.88982758,56.56296256,75524581.33,78589772.8,66177425.6,59752348,35.07108242,11.18928406,53.69901289,0.460733043,0.402860459,0.057872584,-0.22,-0.42,-0.37,3.75
7/19/11,58.13,58.9,58.09,58.85,73904256,58.05608603,57.8161932,57.33619797,56.96669709,56.60825043,67234709.33,76570499.2,69254985.6,61577419.2,38.69040047,17.29131725,60.99539019,0.534403471,0.429169062,0.105234409,1.76,1.33,0.65,4.78
7/20/11,59.18,59.19,58.5,58.6,57084224,58.23739069,57.95870352,57.45656007,57.03074818,56.64769102,63500224,71512444.8,70035144,61636995.2,40.34737047,22.81239934,59.08190579,0.566089379,0.456553125,0.109536254,0.75,0.84,0.21,3.37
7/21/11,58.65,59.32,58.34,58.99,70148752,58.48826046,58.14621197,57.60260197,57.10758159,56.69407337,67045744,65787420.8,71570043.2,63302772,41.20337498,27.44838008,61.13045612,0.615574471,0.488357394,0.127217077,1.45,1.9,-0.2,4.159
7/22/11,58.97,59.7,58.92,59.6,43620352,58.85884031,58.41053707,57.79283035,57.20532349,56.75161647,56951109.33,60853955.2,68978721.6,61446624,42.52167676,31.31932112,64.15339382,0.695990717,0.529884059,0.166106658,0.75,1.75,0.57,4.26
